tweet_id,sentiment,author,content
1957500630,fun,alpha1736,@Knightpkf Yay! Thank you.. Feels like ur yelling at us   LOL
1957504642,fun,mick_the_real1,there are # days of summervac &amp; school comes along just 2 end it &amp; the annual problem of r generation is finding a good way 2 spend it!!
1957505533,fun,Feather1228,@lesleyroy haha! nice! Have fun doll! Hopefully I'll see ya soon! I miss ur face!
1957508197,fun,vinithasaira,yummy chocolate cake..wish even i got one for my b'day!!   anybody listening???
1957514387,fun,_shellzbellz,@SplashAdams ill be alright but the whip may not
1957515026,fun,beezybabyx,@kimberly__joy i feel like red lea now
1957516839,fun,Strachdan,Five o'clock can't come any faster
1957520247,fun,BrewGirl,Planning a road trip down to San Diego- With a detour into Vegas to celebrate my birthday! Too bad it's 7 wks away  I want to go now!
1957521136,fun,chenoa_cutie,@JBFutureboy lucky kid...i so wanna see loserville  pity im in oz....
1957563194,fun,LaBellaBijoux,"i didn't have fun at the club tonight, had a lot on my mind"
1957587490,anger,ArunBasilLal,"@rmilana Hey, Wahts happening in #coffeclub..? I didnt have coffee for two days now  @dharshana"
1957589597,anger,noidSyStems,"Did a historical Jesus ever exist? Im finding it hard to prove, its all hearsay accounts ... it bugs me ..."
1957596519,fun,Richard_Gable,"@Bass_ Heading off to Poole around 4ish, @LucyKD has some serious gardening to do before we go, no Tweetdeck til Sunday evening,"
1957597348,anger,cierinethegreat,lost all my files since high school.
1957602228,fun,silasistheman,"I'm saying goodbye to Sydney for a few days, and Hello to Rapeville.... I'll miss pretty"
1957622502,fun,ketchupinacan,This is great curl-up-in-a-ball-and-read later. I wish I had a book.
1957635726,fun,casscc,@heyennovy haha we had balcony seats  not that great. there's a giant dragon thing that has glowing red eyes and moves its wings!
1957639561,fun,sentricmusic,@theJBs @wearecutaways  We were all set to get a room last Saturday! I can't apologise enough for missing out Deccy
1957639612,fun,ArunBasilLal,@aravindkumar Whats up today..? missed the #coffeeclub that day
1957639945,fun,_ilovefashion,I wanna see the Jonas Brothers in concert..
1957650050,fun,ginevramicol,Why can't I see WHITE SOX players @ random bars I go to.. NOT Cubs players  waaah
1957655552,fun,sarahjanelopez,"All alone in this old house again.  Thanks for the net which keeps me alive and kicking! Whoever invented the net, i wanna kiss your hair!"
1957663990,fun,pony_hooves,@QueenKelso dooood! it is working! tea time later? are you working tonight?
1957678866,fun,heyitsmisti,"@shanzer22  you're missing out, bb! i'm such a cereal nut, i think i like every kind available."
1957679152,fun,Misdreavus_72,@Banette_ good to be back! It's really late though and I just got back from scaring some people and I'm pleased but really tired
1957724418,anger,mm39,"i hav a chance to win $10, $100, $1000.  i was given a free can of $ plant..have to wait till the plant grow to know if i won anythin!!?!"
1957726484,fun,lamunro,morning all....beautiful day...best go enjoy some sunshine before i have to go to work...unfortunately
1957728707,anger,halona5429,i never knew a dentention was so hard 2 get
1957736515,fun,kvegas911,"@eljefe1401 oh, joy. We have the Elmo potty video too."
1957742696,fun,dinore,leather shoes and bags are so hard to resist..
1957743491,fun,djstephfloss,@StorIbook8 I see. Lol. I'll make it fun for you to follow me tomorrow...I have to go to bed now.
1957744492,fun,supercracko,I want to play parachute games.
1957754460,fun,Ladybloodymuck,What a beautiful day! Going to edit Lisa Maxwell interview from her last day at The Bill now. Shame I can't see my laptop screen outside
1957757593,fun,impactvelocity,"@ashetler I've totally been MIA, i know  bad me"
1957758701,anger,squeegeebean,@drakesizzle  If you don't want to come then don't come. JEEEEEZ.
1958036042,fun,Mz_Cutie,@DJIronik hmm....well it aint that hot in hull lol   xx
1958037565,fun,ohaijosh,"Just found out my kitty isn't pregnant  its a good thing though, we are going to adopt one instead"
1958051442,fun,lukemepham,Working at home  Wifi not reaching the garden
1958054940,fun,VernishiaRenee,Goin 2 eat some SMACKS 4 breakfast then getting started on my day- catch ya on the flipside- I really wish I cud go mobile-dang Bahrain
1958057287,fun,tammywammy,@Moyo88 oh no! I woke up accidentally.  how can we get you to fall asleep? Should I scare you with P2 or P3 stories? JK!
1958065414,anger,Sparkey09,@_supernatural_ more Demon Sam!! I need it to numb the pain  xXx
1958073482,fun,LouisSiuol,@jodieharsh Ahhh so Jealous!  Have a nice time and I'll see you when you get back x
1958074577,fun,slam87,"I'm not looking forward to working over the next 8 days! Come next Sunday, I may or may not be dead"
1958075486,anger,sarahsarah94,"@LeahMul awh, thats not good,   get better soon!"
1958083743,fun,Infantry11bdub,"@sweetkisses277 Yup, 1987 lol. SWEET YEAR  haha"
1958093437,fun,MissBoo1,Ive finished 4th year!!! Argh Uni is going soooooo quick
1958103630,fun,bebetaya,home sweet home? i think no! huaaaa
1958109277,fun,AshleyMcCraw,TWEEEEEET! good morning twitterland! going to work at 1 so need to keep packing and cleaning this flat! move out in t minus one day
1958110071,anger,dibstaru,stuck in stupid Jeuno with flag up.  Wish I was in Windy fishing
1958117297,fun,xo_Mikaela_xo,yay cheerleading when im sick. its gonna be a fun  night peoples
1960129867,anger,jasminbryant,@mikeavila ack! I just read about your show  that's horrible!!! No accounting for taste.
1960137406,anger,Nikandjb,"@Greenwichlad Oh let me clarify,know lots of nice people who live there, but thought it always was a breeding ground 4 BNP"
1960158324,fun,smishpixie,@jennyreyn Fail.    If you fancy a pit stop and a cuppa you know where I am!  lol
1960161966,fun,rachielouwho,Ulcer the Musical! It's ulcer-rific! uls-tacular?! Stomach bleeding fun for the whole family!! (apparently even two drinks is a no no)
1960198264,fun,amy4669,@DJstweet I know... It was just a joke... all in good fun...  some people get my humor &amp; some don't...
1960204273,fun,poprocker85,http://twitpic.com/66ltb - Finito~! Hunk Ah Hunk of Burning Love! I do believe my camera phone is stuffed. Stupid blurryness
1960207689,fun,GlowMore,@NotARichGirl everyone else get all the good stuff!!
1960257337,fun,Ashleym2988,@shtoofi well just remember that tmrw is another day and hopefully won't be as craptastic. sorry girrrrl
1960260363,fun,kpink007,"ready for a very busy, FUN day tomorrow! gotta keep myself busy when my lover is gone"
1960299035,fun,groupleisuremag,"Travel trade stalwart, David Steele of City Cruises marks his retirement with a Thames Cruise Party tonight - press day means I miss out"
1960305139,fun,closetgeekshow,job hunting. yay.....
1960327891,fun,olaitanayanwale,@Janiro dammm..i thought i was on to something  lollllll
1960331302,fun,galleysmith,@simonschuster Celebrity sighting: Spongebobs here! #BEA09   LOL! Now I'm even more distraught I missed it
1960339755,anger,EuanGriffin,Confuzzled
1960340146,fun,Jonster,@idlemichael I will watch that at some point. Have it on hd but Stace also wants to see it in hd so waiting
1960387680,fun,GallifreyReject,@vickybonnett lmao! a good push up bra always makes the abs look smaller. in order to have Robbikin-esque abs.. 6 days a week working out
1960419284,fun,iamladylyric,@Craziscorpio ready for the weekend! I hope the sun comes out later today tho.  Where u from?
1960422487,anger,Lady_Lills,The toaster oven was my fault. Now I'm going to look like an idiot in front of my father.
1960431729,fun,LiLi214,@DJASAP who is @lil214....lili homie...LILI.... and i am black  75% to be exact lol
1960459566,fun,amvald01,Good Morning. It's Friday and the start of my work week  But... Lakers are going to take the 4th W tonight. Woohoo GO LAKERS!!!!
1960464921,fun,EvaBeaverr,just spent all day putting up a trampoline but is now too tired to use it...  it is very cool though!!
1960469576,fun,jarrelt,@mhisham hahaha tempting! but nvm la. i'm quite a klutz.  i actually fare better with my hp cam LOL
1960471845,fun,JaiMurali,did U watch the spelling bee contest ? winner: Kavya Shivshankar ! Impressive performance - i had not even heared most of the words b4
1960489578,fun,dannialmaguer,Its already hot outside...  thank goodness my car has amazing a.c!!! cyalater!!! off to work!!!
1960493118,fun,LKay77,trying to win tickets! com'on dc101...
1960518960,fun,SamanthaaGreco,hearing the birds chirp makes me think its nice outside...well its not  rain rain go away!!!
1960528762,fun,GentleSinner,"@jessicamloring Haha! I can't a good vid of it on tubey,you thugh"
1960535809,fun,meganjay100,@jesssicababesss  how unreall  http://twitpic.com/66nvm
1960545040,anger,agthekid,@eboogiee smh Your whin with that comment
1960554443,fun,erkagarcia,"@tommcfly Tom! @buonotomato and I were wondering if you'd do a tour in Asia, specifically the Philippines. Any chance you will soon?"
1960554951,fun,wahliaodotcom,@inrsoul argh. Interested. Time maybe can't go. Maybe.
1960598982,anger,TaylaMe3,@_hayles are u serious???? you touched his arse? ohmygod u bitch!!! lol aaaaawwwwwww y did u tell me that!!!
1960603006,fun,caroline730,Demoing with Gary burr!!! So excited to get some &quot;girls&quot; music on tape!! Missing Tayla
1960607071,fun,ShayneFly,"@ExtremeWithin Yes, soak it up for sure. It's gonna be fast n furious. Only one show this year  More reason to revel in the moment."
1960618810,fun,danielsnotcool,I want to go to Universal too!
1960660348,fun,oldporscheracer,@briancash Yum...wish we could be there today. I have a cold and don't want to infect others...so we will miss our Friday session.
1960671885,fun,motoman15,"And figuring out how to watch Middlesbrough games next year, after the dreaded drop."
1960674625,fun,disco_kuusisto,@JamesDReid i got coupons to Popeye's chicken but I'll probably end up getting a burrito at freshii - this salad joint. healthy
1960754735,fun,jayohsee,"@teaanyone why not?  its the most retarded thing someone could do at their 16th, and you know me- I like to be retarded. 8("
1960757422,fun,chelseasms,"@HelloHolland noooo, why!!  what are you gonna do there? wandelweekend??"
1960758721,fun,addiiee,@yoitsbooty ) NICE. I want it. I'll get the pirated. ) I MISS YOU
1960759920,fun,DaimyRain,@ColinOLN i'm trying to make myself like it but i haven't been successful so far. haha
1960763784,fun,erkagarcia,@tommcfly Will we see you guys in the Philippines?  That would be the coolest thing ever! Always wanted to go to one of your concerts!
1960809800,anger,HarryJA,@mashable Link to ff &quot;how it works&quot; is broke!
1960815803,fun,jacoblockhart,"Mucking about on Guitar Rig 3. The demo, that is"
1960871822,fun,jillraf,@CMiget That's always fun to clean up
1960953837,fun,Micrathene,"@chickgonebad I have no text plan on my phone.    I'll send the #, though, you're more than welcome to call!"
1960995024,fun,spidermonkeyloo,really wanted to go to that gig tonight
1961000292,fun,PANICitsLeslie,Fall out boy are in my year book. but only @petewentz
1961057044,fun,monicaguerrero,Picking up a couple toys tonight! D300 and 50mm f/1.4! YAY!! :-D Just for the weekend though
1961057877,fun,Adrigonzo,"@HeshieSegal haha I was JUST talking about that to my colleague. I have 539 DMs, only 15 - 20 are actual messages and not spam"
1961083396,fun,jamando,I'm super hungry! Waiting for my biotch to feed me.
1961092641,fun,banvan,@MisterDiggler we told you guys!   we are just going for a while to get our passes then we are going to see UP downtown disney! Yay!
1961103545,fun,jsmith189,Listening to Music Box.  When Mariah could still sing
1961111760,fun,mschrager,has two tickets to Amadou and Miriam for Tue. June 2 that I can't use  $25 each to anyone who wants 'em. That's face value. Should be good
1961132632,fun,garryism,@iphonegirl totally! except we can't ride on the sidewalk like when we were kids.  a lot more safe than on the road with crazy drivers.
1961132963,fun,lilee89,i hope i can find a store to take us
1961152309,fun,tennjen,"@manderbeth aw, no! feel better Mandy! Hope you aren't getting sick  At least we know a nurse, hehe!"
1961174539,fun,CuddlyAlex,"I've got sunburnt knees... it's funny now, but I bet they'll sting later   Had a fab day though  x"
1961177715,fun,jenclapp,@BADnurse09 that's great! i was never so good at the jump roping...
1961186575,fun,scottcaution,@HiHillaryyy have fun
1961188926,fun,JoshBerry26,missing @ikewii lol. plaid bud. haha. damn i can't do the BG right.
1961189720,anger,belasales,aaaaaaaaaaa McFly
1961247714,fun,Knittwit,WORS bike race at camp this weekend=a total of 1500 people. Going anywhere Sunday is not an option as they race right past the house  #fb
1961252528,fun,AkoSiAngie,says ...tomorrow is another day...  http://plurk.com/p/x1pxh
1961276271,anger,steamonbeamon,Shout out to my moms for wakin me up so prematurely! Preciate it
1961282376,anger,MRajotte,Stupid red hair is too difficult on the upkeep. Re-dyed it a more manageable brown-red. Boo
1961286550,fun,emmyvictoria,"@ashleytisdale have fun!!!!  i dont have school for a while, wish i could go to germany... its like 1 hour away  xoxo"
1961288665,fun,Zzerbe,Morning...I woke up to watch @taylorswift13 on the Today show. You rocked it girl. Wish I could have been there. So close but so far away
1961374502,fun,Melabooty,@2dimples2 I dunno man. How bout some wendy's?? mmmmmm we dont gots that in H-town
1961414473,fun,Umtalimary,"@Tashster Have a cold one for me, I'm just off to work now"
1961415771,fun,unaffected,#FollowFriday In honor of my web buddies who moved.  @warpdesign @cianan @BigToach @mikedelgado
1961420052,fun,danimeex,@successorstate yeah it was face2face  nite we went to palisades to see star trek. i can't remember it. i said it while we were in the car
1961425654,fun,pokerman78,@sexxieluv I wanna go to a SexxieLuv party though
1961428280,fun,katyaxoxo,"@Ana_Surprise its soooo funny! thanks or today. btw, lebron harassed me"
1961449612,fun,jasminepotts,@nattymsmith awww she's laavly ;) I had to come in  but I've got a stunning wee tan (l) ;) yourself?
1961457995,fun,neeshaaaa,"Its 4.30am, sleep timeee. I wanted to watch Gossip Girl but i'm way too tired  Goodnight!"
1961482073,anger,deonadee,has a VERY arduous task to accomplish at work...stuff that should have already been done &amp; as usual it hasn't. Not because of me either.
1961484023,fun,liljb,Getting one of our field vehicles cleaned. Looks like our action hero governor wants to give me another furlough day. How nice of him
1961489263,fun,ilsegaboyil,"Blah. So i registered to coach this summer and eh the tourney starts July 6th. My vacation 7/15-28th. Fk my life, haha"
1961494756,fun,MizTigga,Yesterday and today was my weekend....back to work 2moro!
1961501807,anger,AlexRoebuck,"@wmdev Every time I succeed with a code, I get &quot;We're Sorry. Your Credit Card Has Been Declined at this time.&quot;"
1961543750,fun,JayChasm,"at the office, trying to solve the mystery of whose blood is that in the  bathroom toilet.... eewwwww"
1961551645,fun,toraks,@Bronte9 Hugs to hubby! I'll probably be in the same place come the 1st of September.
1961554378,fun,purpig,"@foxforcefive Headaches suck, especially stress related ones. I used to get those a lot.  &lt;3"
1961567776,fun,lkespiritu,boo! i can't sleep again  saying hi to random people
1961567959,anger,892300,@jamie_oliver  I was off by one year. I really wanted some of Jamies cooking books in ENGLISH!!!! not German.
1961569799,anger,murphyTweet,@aranarose Murphy's Law?  Sorry that your computer is not cooperating when you have lots of work. My kids are .. http://tinyurl.com/km235x
1961570469,fun,erkagarcia,"@tommcfly Toooooom! Do a tour in the Philippines, pleeease?  I'm risking my health to get your reply. Haha!"
1961607107,fun,PatrikBerggren,@ericworre say hello to Marina Green ... couldn't participate in Barcelona this weeken
1961610754,fun,BuellaMarie,I *really* want to go to the @coldplay concert tomorrow!!
1961615445,fun,TeenDifference,wzzzzzzzzzup?! its derrek! we r just starting band practice. Jayk Skylar is leaving for california today. lucky.
1961618622,fun,pemctg,I would LOVE to ride the superman right now...
1961620023,fun,_missJP,@mike03p IM SOWWIE I WAS A LIL LATE  LOL it looked good though ;)
1961643503,fun,nethmii,@letsdrawmistle it was really good sally! you should have beeeeen there!  xxxx
1961701707,fun,tknokitten,@Rae4OSU where ya at girlie...haven't heard from you in a while  missing your cheery disposition...LOL
1961750978,fun,stelliss8,"@ArnaudJacobs haha well i was at my friend's party, but then i realized i forgot my stepmom's bday, so i had to come home to call her!"
1961767865,fun,erkagarcia,"@tommcfly I really hope you see my tweets. Sent you so much, I swear. Do a tour in the Philippines, please?  *prays*"
1961816264,fun,Hardtarget,@etdragon i'm playing good because i'm a big baby
1961817194,fun,sexidance,@moefugger drag me to hell looks so freakin scary  watch terminator! it was really good.
1961830321,fun,sylver_,*pokes and runs away* ... I WANT SUGAR !
1961830425,fun,jamesterrr,@misskitty05 i wish i had a 12hr nap!!  lets talk rachel into getting one of these now.. lol
1961864046,anger,sarahbeery,@BigCatJared   What did I do to you!  sheesh
1961887160,anger,stephaccad,studying for this bullshit econ test
1961912498,fun,techstud,@PartyGurle That's great! I will have to do the same as I was forced to miss it. I had to leave for work.
1961913643,fun,sarahlouisemcm,@arcadianlady eek can't wait to see it!! as well as everyone elses. gahh i don't know what i want  lol
1961916976,fun,terpsichore,We're dealing with Overactive Let-Down right now.   http://bit.ly/9ydHU
1961921981,fun,anotesten,10 out of 40 done... everyone is going to be home drinking beer starting next week
1961961003,fun,kelligirl,On the way to have Griffin's staples removed from his head!  Should be fun
1961963702,fun,Frida1018,Such a busy day today!! Banbury Fair fashion show tonight and move into my apartment tomorrow! i have no started packing yet
1961964729,fun,hornbizzle,This morning I rode behind a guy with a bird cage containing a plastic Tyrannosaurus rex attached to his bicycle. I couldn't get a photo.
1961969140,anger,latecomer,Internet is painfully slow today
1961969150,fun,KKCornelison,@repressd Tell my work to give me two days off in a row! Stat! I'm full time I'm supposed to have priority
1962000203,anger,redrouged,@cindaxo the straightener's another 110 pounds though. Seems pricey
1962026598,fun,SugarTea_Nj,ok... finished all the Mikados  Should shut up now! lol
1962027875,fun,katalee02,"@blues_traveler I want the Tix!  Oh, right.  I'm know where near Vacaville Ca."
1962030813,fun,fazerboy,@siamusic  as long as you have someone to make out with    lol
1962069893,fun,Dance4evuh,I just vacuumed my entire house three times. Screw all vacuums!!
1962106409,anger,dommafia,MOtherfuck QW
1962114976,fun,lizziebellman,Molly keeps punching me cuz she sees yellow cars. I'm gonna be covered in bruises. I don't like this game
1962164410,fun,girlwithapuck,@emcerlain I know it's against the law... I am a rebel in small things.
1962165449,fun,bjanay82,4 more days until my birthday!!! I don't want to get older
1962171118,anger,crlos77,No gas PLUS no money = Desperation!!!   and that's the word of the day!  http://twitpic.com/66zls
1962188721,anger,Suzl4,Very bad things.......I need to stop thinking!
1962197648,anger,faulko1,@anz_rocks19  i have to break the twitterparty... im off home soon
1962199455,fun,amtrekker,I can't wait to see UP! How dare @katymoe have a &quot;real&quot; job. Probably going to have to wait until tomorrow.
1962203470,fun,LusaSousa,@candypants2 http://twitpic.com/66wxk - SO jealous right now!!!hate new england weather
1962213285,anger,whitterness,@msaysrawr *points at the gear question I just posted* I cant get the rest of my Dreadweave set
1962220378,anger,kristenbyers,The &quot;Catch Me If You Can&quot; DVD that I rented from Blockbuster.com yesterday was cracked. Figured it out about 35 minutes into the movie.
1962229317,fun,weecoco,@coollike are you daft  your now going to recieve a million friend invites on xbox now and one of them shall be me
1962235672,fun,Charliered23,Jus got back from a run up sunset blvd! My cuzin tried to kill me my legs are still movin and I'm sittin down!!
1962242326,fun,renees,@brookefraser @loswhit said that @whittakerwoman mentioned bears!  have fun!! P.S bears like Peanut Butter
1962257822,anger,CaptainClairesy,"It's so annoying when I want to go see The Sats, @OfficialJoBros and @ddlovato in concert..but I know I'LL Have to pay"
1962266705,fun,ZombiesNTea,Pooping in a Pennsylvania rest stop!  I hate using public toilets
1962299631,fun,vaibhavShintre,was laughed at today for being too hopeful with the things...
1962303481,fun,vfclicious,tonight in party w/ my girls (minus vita)
1962326416,anger,thomastorres,i hella wanted a sausage mcmuffin but when i gt there breakfast was over
1962369755,fun,shaksiyya,Carol Vorderman cancelled her interivew with me... so now I have no proof against all you non-believers!
1962433672,fun,richardwnewton,@jpl1953 - Sorry only just seen this - how strange it seems only to happen from my iPhone - perhaps it is a problem with Twitterific
1962457063,fun,ElliotTucker,"@filos I'm thinking of a dawn shot of Carlingford Lough, the sun will be in the right place this time of year. involves an early rise tho"
1962458873,fun,SmilinNursAnnie,HELP!!! I think @benmarvin is crazy funny and can't give him favrd stars  Please help me get him UNBLOCKED from favrd so I can star him
1962524361,fun,What_Sarah_Says,Yaaaaay Friday.... Oh wait....  I'm working TOMORROW
1962526115,fun,yay_men,@unitechy @Shadez is all mine  #twpp #shadez
1962591484,fun,nell_xo,"@TomGriffola Not a fan of the Bulmers, but the Magners pear is AWESOME, I want slush puppy though!  #Hurryup #classy #omgimpatient!"
1962591662,fun,JamesMurphy,@MAKEUPMANMAE LMAO...Ha! No I just simply wanted to go to NY!
1962592511,fun,cmsimike,@derekspringer  i for one welcome our new cyber-criminal-overlords.
1962603066,fun,sarrifairy,The first officially beautiful day of the year and I'm stuck inside the office    A Magners and BBQ will make up for it!
1962649118,fun,JennaDaley,"@megpriley I am sorry I never got back to you about going to Vegas this weekend, when you asked me forever ago.  Have fun and good luck!!!"
1962663715,fun,kiannabanks,@Jaicenia lmao i get that alot  haha
1962696685,fun,NeFReTBoYSs,Knight Online Come Back
1962708129,fun,ReinaDeFab,@zinzR0ux whatz that supposed to mean  i have a dog now  waaaaaaaaaah lol jk
1962711455,fun,princesspooh90,@billbathgate hotttie poooh!!!! ooo i bet it sounda magical (HH) im coming home in 1 hour
1962723206,fun,Kansasjhawk13,I just love when all my little brothers friends come over
1962728172,fun,TehStalker,"@combustiblesong lol i don't get enough cause my dad won't let me, he keeps waking me up"
1962731985,fun,bintibangoura,@BSBTwitt U SO funny but u right! I like BSB but Im not as fan than U I love much better Tupac &amp; TLC..2 bad they're not singing anymore
1962743994,fun,kkrailler,"Only things left to do are to sweep and mop, load up the van, and go out and have fun tonight."
1962775578,fun,katelinzentz,"Visiting the grandparents in Manhattan, and dropping off my sister for the week! I wish I had an excuse to be so tired today.."
1962781067,anger,MarijuanaTunes,#twitterfails fucking hard right now...this is annoying
1962803822,fun,billbathgate,@princesspooh90 Yeah but it doesn't sound indie enough  i need2learn some other tunes and then pick up mo style =] 1hour! I'll c u then ;)
1962817952,fun,Jax_Jax,"@poppy_dog Lucky you! it's drizzling again. Mommy says the puddles are big enough 4 me to swim in, so no dog park today.."
1962818920,fun,A_RAVEN,@mr_uppercut that was such an 'old man' thing to say
1962844003,fun,maimunaibrahim,"@MelissaPan aww yeah, it's more fun revising with others but you get distracted easier &gt;.&lt; yeah I'm tired, revising history"
1962877451,fun,ubringmejoi,"@cwjacobs lol, what's wrong? workin right now sowwwy"
1962893109,fun,AlexKallai,@JessicaMaley Hmm announcing your summer shifts on facebook...you're cool! hahaha. Mate I think I've got sunstroke  xxx
1962895183,fun,madelyntrouble,Man i wish i could just bathe in my ice-cold sunkist right now.... But then i'd be sticky
1962896921,fun,brianstoys,@geektrooper I know.  I am definitely going to try and see Up this weekend.
1962917162,fun,SunshineBoat,"@blaqberry I know, me too.  I'm hoping since I got him sesame oil, which he loves, that he'll let it slide. *fingers crossed*"
1962928259,fun,Marcweezy,Speedbumps suck when u gotta piss!!
1962936678,fun,stinkylink,@pimpstyleo Yeah prbly pickin up songs for SingStar. Haven't checked the last few store updates. And dunno that Cranberries song.
1962959571,fun,GamingOnly,"On the airport in Philadelphia at the moment, waiting for the plane to leave in about an hour. Just six more hours on a plane"
1962959665,anger,kirstydutoit,im writing an exam on a SATURDAY  that should be illegal  where's my weekend?
1962959695,fun,bellalucia,"@Octo77 staying in, hve June exams 4 docent training class ,need to study  , we hvng zombie movie sunday aftrn, u both shld come over!"
1962994871,anger,cheesivore,@egheitasean Which denomination? I'm at the library and everything's blocked.
1962996830,anger,niassac,bout to go to work with a wicked sunburn on the chest.
1963014008,fun,mstwincities,"@Jaggerwerks nooooooooo....u never call me anymore  lol...but, i've been good too...rick ross is in town, might go 2 his show 2nite ;-)"
1963059298,fun,TheBigOh,"@LMWoodhead you have a viable excuse, helping @ravenouspanda move and all. Sorry I couldn't help! I wanted to wear my sexy moving outfit"
1963066457,fun,Tartarus,"Anybody out there having a beer right now? I hate drinking alone. Mrs T is oot  On the other hand, Mrs T is oot"
